OrderID,CustomerID,StoreID,OrderDate,TotalAmount,OrderStatus,PaymentMethod
410,128,10,2026-03-01 16:56:35,139.98,Completed,Cash
411,994,3,2026-03-01 16:54:40,949.88,Completed,Chip & PIN
412,596,2,2026-03-01 16:54:42,1137.0,Completed,Mobile Payment
413,370,14,2026-03-01 16:54:52,59.98,Completed,Contactless Card
414,527,7,2026-03-01 16:57:25,309.0,Completed,Mobile Payment
415,894,11,2026-03-01 16:56:44,419.94,Completed,Mobile Payment
416,382,16,2026-03-01 16:56:29,589.95,Completed,Contactless Card
417,428,15,2026-03-01 16:55:29,43.96,Completed,Mobile Payment
418,143,15,2026-03-01 16:54:48,239.96,Completed,Chip & PIN
419,705,8,2026-03-01 16:55:46,279.97,Completed,Contactless Card
420,80,1,2026-03-01 16:55:19,42.14,Completed,Contactless Card
421,943,20,2026-03-01 16:56:56,11.2,Processing,Mobile Payment
422,361,6,2026-03-01 16:54:48,7.0,Completed,Chip & PIN
423,988,10,2026-03-01 16:55:50,2385.0,Completed,Chip & PIN
424,451,4,2026-03-01 16:54:50,1587.0,Completed,Cash
425,116,11,2026-03-01 16:54:43,94.42,Completed,Cash
426,232,18,2026-03-01 16:55:31,629.93,Completed,Cash
427,689,4,2026-03-01 16:55:25,739.9,Cancelled,Chip & PIN
428,67,12,2026-03-01 16:56:17,34.55,Completed,Cash
429,365,16,2026-03-01 16:56:30,464.94,Completed,Chip & PIN
430,31,4,2026-03-01 16:56:43,5.8,Completed,Mobile Payment
431,157,10,2026-03-01 16:56:12,13.75,Completed,Cash
432,503,17,2026-03-01 16:55:10,589.9,Completed,Contactless Card
433,182,18,2026-03-01 16:57:08,264.97,Completed,Cash
434,783,4,2026-03-01 16:54:53,88.7,Completed,Mobile Payment
435,358,19,2026-03-01 16:54:30,36.02,Completed,Contactless Card
436,933,3,2026-03-01 16:56:31,79.99,Completed,Mobile Payment
437,39,15,2026-03-01 16:56:47,684.89,Completed,Contactless Card
438,828,16,2026-03-01 16:54:46,22.48,Completed,Contactless Card
439,861,18,2026-03-01 16:56:47,37.35,Completed,Contactless Card
440,607,11,2026-03-01 16:56:23,359.97,Completed,Chip & PIN
441,356,3,2026-03-01 16:54:51,659.88,Completed,Chip & PIN
442,903,1,2026-03-01 16:54:38,2385.0,Processing,Cash
443,958,19,2026-03-01 16:57:04,50.95,Completed,Cash
444,327,3,2026-03-01 16:57:18,24.05,Completed,Mobile Payment
445,476,16,2026-03-01 16:56:10,429.94,Completed,Chip & PIN
446,660,2,2026-03-01 16:57:08,12.99,Completed,Mobile Payment
447,888,3,2026-03-01 16:56:41,279.97,Completed,Contactless Card
448,535,19,2026-03-01 16:55:48,739.9,Completed,Chip & PIN
449,958,14,2026-03-01 16:56:15,10.5,Completed,Contactless Card
450,503,18,2026-03-01 16:55:44,89.97,Completed,Chip & PIN
451,987,9,2026-03-01 16:54:59,1177.0,Completed,Contactless Card
452,862,2,2026-03-01 16:55:51,24.9,Completed,Cash
453,950,9,2026-03-01 16:56:23,79.98,Completed,Chip & PIN
454,938,15,2026-03-01 16:54:40,829.91,Completed,Contactless Card
455,845,6,2026-03-01 16:56:11,644.89,Completed,Cash
456,811,5,2026-03-01 16:57:11,38.16,Completed,Mobile Payment
457,463,16,2026-03-01 16:56:47,1107.0,Completed,Cash
458,377,6,2026-03-01 16:57:13,794.88,Completed,Contactless Card
459,998,15,2026-03-01 16:54:27,23.65,Completed,Contactless Card
460,15,17,2026-03-01 16:55:03,559.92,Completed,Chip & PIN
461,442,7,2026-03-01 16:56:16,24.75,Completed,Chip & PIN
462,379,19,2026-03-01 16:56:55,17.99,Cancelled,Cash
463,704,7,2026-03-01 16:57:15,444.93,Processing,Cash
464,931,12,2026-03-01 16:55:17,5.25,Completed,Mobile Payment
465,405,12,2026-03-01 16:55:29,2385.0,Processing,Cash
466,136,3,2026-03-01 16:54:45,654.91,Completed,Cash
467,290,9,2026-03-01 16:56:02,604.88,Completed,Chip & PIN
468,56,8,2026-03-01 16:55:34,379.0,Completed,Cash
469,447,4,2026-03-01 16:55:12,5.0,Cancelled,Cash
470,469,16,2026-03-01 16:57:27,10.49,Completed,Mobile Payment
471,577,19,2026-03-01 16:55:17,6.0,Processing,Chip & PIN
472,787,16,2026-03-01 16:54:30,51.44,Completed,Cash
473,465,9,2026-03-01 16:56:10,29.89,Completed,Contactless Card
474,561,20,2026-03-01 16:54:35,179.98,Completed,Cash
475,92,1,2026-03-01 16:54:40,26.5,Completed,Mobile Payment
476,503,14,2026-03-01 16:55:14,549.9,Completed,Cash
477,93,14,2026-03-01 16:55:16,824.89,Completed,Chip & PIN
478,954,16,2026-03-01 16:54:40,38.97,Completed,Cash
479,303,19,2026-03-01 16:55:14,10.74,Completed,Contactless Card
480,476,19,2026-03-01 16:56:35,469.95,Completed,Chip & PIN
481,806,6,2026-03-01 16:56:17,299.98,Processing,Mobile Payment
482,322,19,2026-03-01 16:55:52,66.06,Completed,Cash
483,472,13,2026-03-01 16:57:12,27.03,Completed,Chip & PIN
484,880,1,2026-03-01 16:57:23,44.95,Processing,Cash
485,987,16,2026-03-01 16:55:52,7.5,Completed,Mobile Payment
486,584,13,2026-03-01 16:57:25,101.97,Cancelled,Contactless Card
487,500,13,2026-03-01 16:54:31,88.31,Completed,Cash
488,22,6,2026-03-01 16:57:19,129.97,Completed,Mobile Payment
489,944,20,2026-03-01 16:55:50,29.49,Completed,Cash
490,819,6,2026-03-01 16:55:02,36.27,Completed,Cash
491,311,8,2026-03-01 16:55:10,2.4,Processing,Mobile Payment
492,694,6,2026-03-01 16:55:40,2385.0,Completed,Contactless Card
493,576,8,2026-03-01 16:54:51,57.64,Completed,Contactless Card
494,949,15,2026-03-01 16:54:51,18.22,Completed,Chip & PIN
495,646,4,2026-03-01 16:55:41,56.47,Completed,Chip & PIN
496,126,7,2026-03-01 16:55:06,62.03,Completed,Chip & PIN
497,156,17,2026-03-01 16:54:33,279.96,Processing,Mobile Payment
498,967,1,2026-03-01 16:56:10,40.46,Cancelled,Chip & PIN
499,445,2,2026-03-01 16:56:11,149.97,Completed,Mobile Payment
500,430,13,2026-03-01 16:56:29,369.93,Completed,Cash
